dataset_title,id,image_filename,organ,disease_state,oncotree_code,species,patient,st_technology,data_publication_date,license,study_link,download_page_link1,inter_spot_dist,spot_diameter,spots_under_tissue,preservation_method,nb_genes,treatment_comment,pixel_size_um_embedded,pixel_size_um_estimated,magnification,fullres_px_width,fullres_px_height,tissue,disease_comment,subseries,hest_version_added
Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues: Supplementary Data,MEND53,MEND53.tif,Brain,Healthy,,Mus musculus,,Visium,8-Oct-21,CC BY 4.0,https://pubmed.ncbi.nlm.nih.gov/36776149/,https://data.mendeley.com/datasets/xjtv62ncwr/1,100.0,55.0,3047,FFPE,31053,,,0.172095835182575,40x,47616,48128,brain,,V10F24-110_B1,v1_0_0
Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues: Supplementary Data,MEND52,MEND52.tif,Lung,Diseased,,Homo sapiens,,Visium,8-Oct-21,CC BY 4.0,https://pubmed.ncbi.nlm.nih.gov/36776149/,https://data.mendeley.com/datasets/xjtv62ncwr/1,100.0,55.0,758,FFPE,33550,,,0.572493506919257,20x,14285,14438,lung,Covid19,V10F24-110_D1,v1_0_0
Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues: Supplementary Data,MEND51,MEND51.tif,Lung,Healthy,,Homo sapiens,,Visium,8-Oct-21,CC BY 4.0,https://pubmed.ncbi.nlm.nih.gov/36776149/,https://data.mendeley.com/datasets/xjtv62ncwr/1,100.0,55.0,416,PFA fixed,33538,,,0.172116998796193,40x,47616,48128,lung,,V19D02-088_A1,v1_0_0
Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues: Supplementary Data,MEND50,MEND50.tif,Brain,Healthy,,Mus musculus,,Visium,8-Oct-21,CC BY 4.0,https://pubmed.ncbi.nlm.nih.gov/36776149/,https://data.mendeley.com/datasets/xjtv62ncwr/1,100.0,55.0,2399,FFPE,31053,,,0.172149911356633,40x,48640,47104,brain,,V10F24-078_A1,v1_0_0
Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues: Supplementary Data,MEND49,MEND49.tif,Kidney,Healthy,,Homo sapiens,,Visium,8-Oct-21,CC BY 4.0,https://pubmed.ncbi.nlm.nih.gov/36776149/,https://data.mendeley.com/datasets/xjtv62ncwr/1,100.0,55.0,413,PFA fixed,33538,,,0.173710590314062,40x,48640,47104,kidney,,V19D02-085_B1,v1_0_0
Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues: Supplementary Data,MEND48,MEND48.tif,Kidney,Healthy,,Homo sapiens,,Visium,8-Oct-21,CC BY 4.0,https://pubmed.ncbi.nlm.nih.gov/36776149/,https://data.mendeley.com/datasets/xjtv62ncwr/1,100.0,55.0,475,PFA fixed,33538,,,0.17355000357728,40x,48640,47104,kidney,,V19D02-085_C1,v1_0_0
Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues: Supplementary Data,MEND47,MEND47.tif,Lung,Healthy,,Homo sapiens,,Visium,8-Oct-21,CC BY 4.0,https://pubmed.ncbi.nlm.nih.gov/36776149/,https://data.mendeley.com/datasets/xjtv62ncwr/1,100.0,55.0,533,PFA fixed,33538,,,0.172512482107022,40x,47616,48128,lung,,V19D02-088_D1,v1_0_0
Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues: Supplementary Data,MEND46,MEND46.tif,Brain,Healthy,,Mus musculus,,Visium,8-Oct-21,CC BY 4.0,https://pubmed.ncbi.nlm.nih.gov/36776149/,https://data.mendeley.com/datasets/xjtv62ncwr/1,100.0,55.0,2216,FFPE,31053,,,0.172018348623853,40x,48640,47104,brain,,V10F24-078_D1,v1_0_0
Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues: Supplementary Data,MEND45,MEND45.tif,Lung,Healthy,,Homo sapiens,,Visium,8-Oct-21,CC BY 4.0,https://pubmed.ncbi.nlm.nih.gov/36776149/,https://data.mendeley.com/datasets/xjtv62ncwr/1,100.0,55.0,444,PFA fixed,33538,,,0.17263701456434,40x,47616,48128,lung,,V19D02-088_B1,v1_0_0
Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues: Supplementary Data,MEND44,MEND44.tif,Brain,Healthy,,Mus musculus,,Visium,8-Oct-21,CC BY 4.0,https://pubmed.ncbi.nlm.nih.gov/36776149/,https://data.mendeley.com/datasets/xjtv62ncwr/1,100.0,55.0,2554,FFPE,31053,,,0.172042994839358,40x,48640,47104,brain,,V10F24-078_B1,v1_0_0
Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues: Supplementary Data,MEND43,MEND43.tif,Brain,Healthy,,Mus musculus,,Visium,8-Oct-21,CC BY 4.0,https://pubmed.ncbi.nlm.nih.gov/36776149/,https://data.mendeley.com/datasets/xjtv62ncwr/1,100.0,55.0,2502,FFPE,31053,,,0.173781302741655,40x,48640,47104,brain,,V10F24-078_C1,v1_0_0
Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues: Supplementary Data,MEND42,MEND42.tif,Brain,Healthy,,Mus musculus,,Visium,8-Oct-21,CC BY 4.0,https://pubmed.ncbi.nlm.nih.gov/36776149/,https://data.mendeley.com/datasets/xjtv62ncwr/1,100.0,55.0,3105,FFPE,31053,,,0.172191068338852,40x,47616,48128,brain,,V10F24-110_A1,v1_0_0
Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues: Supplementary Data,MEND41,MEND41.tif,Lung,Healthy,,Homo sapiens,,Visium,8-Oct-21,CC BY 4.0,https://pubmed.ncbi.nlm.nih.gov/36776149/,https://data.mendeley.com/datasets/xjtv62ncwr/1,100.0,55.0,439,PFA fixed,33538,,,0.172334962468885,40x,47616,48128,lung,,V19D02-088_C1,v1_0_0
Human squamous cell carcinoma,MEND40,MEND40.tif,Skin,Cancer,,Homo sapiens,Patient 1,Visium,20-Aug-21,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7391009/,https://data.mendeley.com/datasets/2bh5fchcv6/1,100.0,55.0,2793,FFPE,33538,,,0.171939467137833,40x,48640,47104,skin,,V10F24-015_A1,v1_0_0
Human squamous cell carcinoma,MEND39,MEND39.tif,Skin,Cancer,,Homo sapiens,Patient 1,Visium,20-Aug-21,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7391009/,https://data.mendeley.com/datasets/2bh5fchcv6/1,100.0,55.0,2496,FFPE,33538,,,0.17191974254403,40x,48640,47104,skin,,V10F24-015_B1,v1_0_0
Human squamous cell carcinoma,MEND38,MEND38.tif,Skin,Cancer,,Homo sapiens,Patient 1,Visium,20-Aug-21,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7391009/,https://data.mendeley.com/datasets/2bh5fchcv6/1,100.0,55.0,2752,FFPE,33538,,,0.171998613834357,40x,48640,47104,skin,,V10F24-015_C1,v1_0_0
Human squamous cell carcinoma,MEND37,MEND37.tif,Skin,Cancer,,Homo sapiens,Patient 1,Visium,20-Aug-21,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7391009/,https://data.mendeley.com/datasets/2bh5fchcv6/1,100.0,55.0,2363,FFPE,33538,,,0.172079992327377,40x,48640,47104,skin,,V10F24-015_D1,v1_0_0
"Human ileum, Visium",MEND36,MEND36.tif,Bowel,Healthy,,Homo sapiens,Patient 1,Visium,20-Aug-21,CC BY 4.0,https://pubmed.ncbi.nlm.nih.gov/34845373/,https://data.mendeley.com/datasets/v8s9nz948s/1,100.0,55.0,3214,,33538,,,0.172018348623853,40x,47616,48128,ileum,,V19T26-028_A1,v1_0_0
"Human ileum, Visium",MEND35,MEND35.tif,Bowel,Healthy,,Homo sapiens,Patient 1,Visium,20-Aug-21,CC BY 4.0,https://pubmed.ncbi.nlm.nih.gov/34845373/,https://data.mendeley.com/datasets/v8s9nz948s/1,100.0,55.0,3320,,33538,,,0.172063175173724,40x,47616,48128,ileum,,V19T26-028_B1,v1_0_0
"Human ileum, Visium",MEND34,MEND34.tif,Bowel,Healthy,,Homo sapiens,Patient 1,Visium,20-Aug-21,CC BY 4.0,https://pubmed.ncbi.nlm.nih.gov/34845373/,https://data.mendeley.com/datasets/v8s9nz948s/1,100.0,55.0,3294,,33538,,,0.172117039586919,40x,47616,48128,ileum,,V19T26-028_C1,v1_0_0
"Human ileum, Visium",MEND33,MEND33.tif,Bowel,Healthy,,Homo sapiens,Patient 1,Visium,20-Aug-21,CC BY 4.0,https://pubmed.ncbi.nlm.nih.gov/34845373/,https://data.mendeley.com/datasets/v8s9nz948s/1,100.0,55.0,3291,,33538,,,0.172074708800599,40x,47616,48128,ileum,,V19T26-028_D1,v1_0_0
spatialRNAseq_ileum_raw_suppdata,MEND32,MEND32.tif,Bowel,Healthy,,Mus musculus,,Visium,27-Nov-21,CC BY 4.0,https://www.nature.com/articles/s44161-022-00138-1,https://figshare.com/articles/dataset/spatialRNAseq_ileum_raw_suppdata_zip/17087765,100.0,55.0,1970,Fresh Frozen,54848,,,0.360434209802545,40x,22208,22489,ileum,,Mock_Ileum_D1PI,v1_0_0
spatialRNAseq_ileum_raw_suppdata,MEND31,MEND31.tif,Bowel,Healthy,,Mus musculus,,Visium,27-Nov-21,CC BY 4.0,https://www.nature.com/articles/s44161-022-00138-1,https://figshare.com/articles/dataset/spatialRNAseq_ileum_raw_suppdata_zip/17087765,100.0,55.0,2152,Fresh Frozen,54848,,,0.360285631414601,40x,22208,22836,ileum,,Mock_Ileum_D4PI,v1_0_0
spatialRNAseq_ileum_raw_suppdata,MEND30,MEND30.tif,Bowel,Diseased,,Mus musculus,,Visium,27-Nov-21,CC BY 4.0,https://www.nature.com/articles/s44161-022-00138-1,https://figshare.com/articles/dataset/spatialRNAseq_ileum_raw_suppdata_zip/17087765,100.0,55.0,1744,Fresh Frozen,54848,,,0.360761939626344,40x,23596,22836,ileum,(T1L) reovirus,T1L_Ileum_D1PI,v1_0_0
spatialRNAseq_ileum_raw_suppdata,MEND29,MEND29.tif,Bowel,Diseased,,Mus musculus,,Visium,27-Nov-21,CC BY 4.0,https://www.nature.com/articles/s44161-022-00138-1,https://figshare.com/articles/dataset/spatialRNAseq_ileum_raw_suppdata_zip/17087765,100.0,55.0,2161,Fresh Frozen,54848,,,0.360331436731841,40x,23596,22836,ileum,(T1L) reovirus,T1L_Ileum_D4PI,v1_0_0
spatialRNAseq_heart_raw_suppdata,MEND28,MEND28.tif,Heart,Healthy,,Mus musculus,,Visium,27-Nov-21,CC BY 4.0,https://www.nature.com/articles/s44161-022-00138-1,https://figshare.com/articles/dataset/spatialRNAseq_heart_raw_suppdata_zip/17087759,100.0,55.0,1835,Fresh Frozen,54848,,,0.360130379517055,40x,22996,23032,heart,,Mock_Heart_D4PI,v1_0_0
spatialRNAseq_heart_raw_suppdata,MEND27,MEND27.tif,Heart,Healthy,,Mus musculus,,Visium,27-Nov-21,CC BY 4.0,https://www.nature.com/articles/s44161-022-00138-1,https://figshare.com/articles/dataset/spatialRNAseq_heart_raw_suppdata_zip/17087759,100.0,55.0,2758,Fresh Frozen,54848,,,0.360285359916047,40x,22208,22836,heart,,Mock_Heart_D7PI,v1_0_0
spatialRNAseq_heart_raw_suppdata,MEND26,MEND26.tif,Heart,Diseased,,Mus musculus,,Visium,27-Nov-21,CC BY 4.0,https://www.nature.com/articles/s44161-022-00138-1,https://figshare.com/articles/dataset/spatialRNAseq_heart_raw_suppdata_zip/17087759,100.0,55.0,1372,Fresh Frozen,54848,,,0.360331693288899,40x,23596,22836,heart,(T1L) reovirus,T1L_Heart_D4PI,v1_0_0
spatialRNAseq_heart_raw_suppdata,MEND25,MEND25.tif,Heart,Diseased,,Mus musculus,,Visium,27-Nov-21,CC BY 4.0,https://www.nature.com/articles/s44161-022-00138-1,https://figshare.com/articles/dataset/spatialRNAseq_heart_raw_suppdata_zip/17087759,100.0,55.0,2278,Fresh Frozen,54848,,,0.36020971902485,40x,23596,24912,heart,(T1L) reovirus,T1L_Heart_D7PI,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND24,MEND24.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,136,Fresh Frozen,26437,,,0.274806295149958,40x,32768,28672,prostate,Local advanced nonmetastatic PCa,Patient1_Biopsy1_rep1_chip1_d1,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND23,MEND23.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,117,Fresh Frozen,23803,,,0.274193425342468,40x,32768,28672,prostate,Local advanced nonmetastatic PCa,Patient1_Biopsy1_rep2_chip2_d1,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND22,MEND22.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,146,Fresh Frozen,25821,,,0.275430302095807,40x,32768,29184,prostate,Local advanced nonmetastatic PCa,Patient1_Biopsy2_rep1_chip1_d2,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND21,MEND21.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,151,Fresh Frozen,25093,,,0.275199710743485,40x,32768,28672,prostate,Local advanced nonmetastatic PCa,Patient1_Biopsy2_rep2_chip2_d2,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND20,MEND20.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,173,Fresh Frozen,24549,,,0.274913908987967,40x,32768,28672,prostate,Local advanced nonmetastatic PCa,Patient1_Biopsy3_rep1_chip2_c1,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND19,MEND19.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,155,Fresh Frozen,24643,,,0.274814395896942,40x,32768,29184,prostate,Local advanced nonmetastatic PCa,Patient1_Biopsy3_rep2_chip2_c2,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND18,MEND18.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,209,Fresh Frozen,24273,,,0.275276233586352,40x,32768,29184,prostate,Local advanced nonmetastatic PCa,Patient1_Biopsy4_rep1_chip1_e2,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND17,MEND17.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,261,Fresh Frozen,24393,,,0.275023495817839,40x,32768,28672,prostate,Local advanced nonmetastatic PCa,Patient1_Biopsy4_rep2_chip2_e2,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND16,MEND16.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,193,Fresh Frozen,19537,,,0.271186191383104,40x,32768,28672,prostate,Local advanced PCa with initially bone metastases,Patient2_Biopsy1_rep1_Chip2_C1,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND15,MEND15.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,202,Fresh Frozen,21949,,,0.286531775062656,40x,32768,28672,prostate,Local advanced PCa with initially bone metastases,Patient2_Biopsy1_rep2_Chip3_C1,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND14,MEND14.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,161,Fresh Frozen,29677,,,0.278798368926759,40x,32768,28672,prostate,Local advanced PCa with initially bone metastases,Patient2_Biopsy2_rep1_Chip2_C2,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND13,MEND13.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,183,Fresh Frozen,22113,,,0.28031186470529,40x,32768,29184,prostate,Local advanced PCa with initially bone metastases,Patient2_Biopsy2_rep2_Chip3_C2,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND12,MEND12.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,190,Fresh Frozen,23966,,,0.275416821313334,40x,32768,29184,prostate,Local advanced PCa with initially bone metastases,Patient2_Biopsy3_rep1_Chip3_D2,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND11,MEND11.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,216,Fresh Frozen,22232,,,0.270248335,40x,32768,29184,prostate,Local advanced PCa with initially bone metastases,Patient2_Biopsy3_rep2_Chip3_E1,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND10,MEND10.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,129,Fresh Frozen,22185,,,0.273784301107851,40x,32768,28672,prostate,Local advanced PCa with initially bone metastases,Patient2_Biopsy4_rep1_Chip2_E1,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND9,MEND9.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,177,Fresh Frozen,24338,,,0.269614451334592,40x,32768,29184,prostate,Local advanced PCa with initially bone metastases,Patient2_Biopsy4_rep2_Chip3_E2,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND8,MEND8.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,121,Fresh Frozen,25895,,,0.272045365158639,40x,32768,28672,prostate,Local advanced PCa with bone metastases and progression to retroperitoneal lymph nodes,Patient3_Biopsy1_rep1_Chip1_E2,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND7,MEND7.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,82,Fresh Frozen,22993,,,0.270267247301622,40x,32768,29184,prostate,Local advanced PCa with bone metastases and progression to retroperitoneal lymph nodes,Patient3_Biopsy1_rep2_Chip2_E2,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND6,MEND6.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,164,Fresh Frozen,30157,,,0.275861265328043,40x,32768,28672,prostate,Local advanced PCa with bone metastases and progression to retroperitoneal lymph nodes,Patient3_Biopsy2_rep1_chip1_C1,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND5,MEND5.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,170,Fresh Frozen,28037,,,0.275601682789277,40x,32768,28672,prostate,Local advanced PCa with bone metastases and progression to retroperitoneal lymph nodes,Patient3_Biopsy2_rep2_Chip2_C1,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND4,MEND4.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,112,Fresh Frozen,27839,,,0.274300356717611,40x,32768,28672,prostate,Local advanced PCa with bone metastases and progression to retroperitoneal lymph nodes,Patient3_Biopsy3_rep1_Chip1_D2,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND3,MEND3.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,161,Fresh Frozen,29521,,,0.276142951679127,40x,32768,28672,prostate,Local advanced PCa with bone metastases and progression to retroperitoneal lymph nodes,Patient3_Biopsy3_rep2_Chip2_C2,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND2,MEND2.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,201,Fresh Frozen,23408,,,0.277858154675335,40x,32768,29184,prostate,Local advanced PCa with bone metastases and progression to retroperitoneal lymph nodes,Patient3_Biopsy4_rep1_Chip2_D1,v1_0_0
"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",MEND1,MEND1.tif,Prostate,Cancer,,Homo sapiens,,Spatial Transcriptomics,20-Jul-22,CC BY 4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,200.0,100.0,176,Fresh Frozen,25835,,,0.269899388789708,40x,32768,29184,prostate,Local advanced PCa with bone metastases and progression to retroperitoneal lymph nodes,Patient3_Biopsy4_rep2_Chip2_D2,v1_0_0
Batf3-dendritic cells and 4-1BB-4-1BB ligand axis are required at the effector phase within the tumor microenvironment for PD-1-PD-L1 blockade efficacy,NCBI855,NCBI855.tif,Bladder,Cancer,BLCA,Homo sapiens,Patient 10,Visium,13-May-24,CC BY-NC 4.0,https://www.sciencedirect.com/science/article/pii/S2211124724004698?via%3Dihub#app2,                                            ,100.0,55.0,1432,FFPE,17943,,0.000624016,0.623110546093575,20x,14054,13447,Bladder,invasive bladder carcinoma,GSM7659430,v1_0_0
Batf3-dendritic cells and 4-1BB-4-1BB ligand axis are required at the effector phase within the tumor microenvironment for PD-1-PD-L1 blockade efficacy,NCBI854,NCBI854.tif,Bladder,Cancer,BLCA,Homo sapiens,Patient 1,Visium,13-May-24,CC BY-NC 4.0,https://www.sciencedirect.com/science/article/pii/S2211124724004698?via%3Dihub#app2,                                            ,100.0,55.0,699,FFPE,17943,,0.000624016,0.622805810439895,20x,14054,13447,FFPE bladder tumor,invasive bladder carcinoma,GSM7659431,v1_0_0
Multimodal decoding of human liver regeneration [st_mouse],NCBI844,NCBI844.tif,Liver,Healthy,,Mus musculus,,Visium,1-Feb-23,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-024-07376-2,                                            ,100.0,55.0,4992,Fresh Frozen,31053,,0.880734462,0.879518603385916,20x,8952,8916,Liver,,Healthy_liver_spatial_002,v1_0_0
Multimodal decoding of human liver regeneration [st_mouse],NCBI843,NCBI843.tif,Liver,Healthy,,Mus musculus,,Visium,1-Feb-23,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-024-07376-2,                                            ,100.0,55.0,4992,Fresh Frozen,31053,,0.880734462,0.880352146879895,20x,8796,8940,Liver,,Healthy_liver_spatial_003,v1_0_0
Multimodal decoding of human liver regeneration [st_mouse],NCBI842,NCBI842.tif,Liver,Healthy,,Mus musculus,,Visium,1-Feb-23,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-024-07376-2,                                            ,100.0,55.0,4992,Fresh Frozen,31053,,0.924770818671863,0.924230373573035,20x,8556,8532,Liver,,Healthy_liver_spatial_004,v1_0_0
Multimodal decoding of human liver regeneration [st_mouse],NCBI841,NCBI841.tif,Liver,Diseased,,Mus musculus,,Visium,1-Feb-23,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-024-07376-2,                                            ,100.0,55.0,4992,Fresh Frozen,31053,,21.8712686854581,0.860460628118971,20x,9962,9992,Liver,POD 24h,POD_liver_spatial_024h_A,v1_0_0
Multimodal decoding of human liver regeneration [st_mouse],NCBI840,NCBI840.tif,Liver,Diseased,,Mus musculus,,Visium,1-Feb-23,Creative Commons Attribution 4.0 International,https://www.nature.com/articles/s41586-024-07376-2,                                            ,100.0,55.0,4992,Fresh Frozen,31053,,21.5365012802501,0.847055966118547,20x,9827,10140,Liver,POD 24h,POD_liver_spatial_024h_B,v1_0_0
