instance_id	sample_id	oncotree_code	n_spots_in_tls	st_technology	GC_score	Tfh_score	Plasma_score	HEV_score	Suppressive	Myeloid_supp	Cytotoxic	Neighbor_TGFB1	Neighbor_VEGFA	Neighbor_CD8A	Neighbor_tumor_fraction	Neighbor_myeloid_fraction
SPA119_2	SPA119	IDC	8	Spatial Transcriptomics	-0.765246	-0.552123	2.664198	0.280069	-0.637511	-0.420164	-0.634410	-0.362099	-1.184232	-0.672897	-0.984186	-0.346615
SPA119_3	SPA119	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	2.449912	-0.791455	2.314452	-0.420164	-0.634410	-1.233241	-0.405012	-0.672897	-1.038536	-0.272056
SPA119_4	SPA119	IDC	21	Spatial Transcriptomics	-0.765246	-0.388385	2.210269	-0.013060	-0.337220	-0.420164	-0.334276	-0.328681	-0.662635	-0.280026	-0.492382	-0.293943
SPA119_5	SPA119	IDC	2	Spatial Transcriptomics	-0.765246	-0.552123	3.099217	0.614733	-1.059578	-0.420164	-0.634410	-1.531648	-1.184232	-0.672897	-0.970468	-0.438172
SPA119_6	SPA119	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	3.144963	2.348247	-1.059578	-0.420164	-0.634410	-1.531648	-1.184232	-0.672897	-0.743763	0.040929
SPA119_7	SPA119	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	2.339247	-0.791455	-1.059578	-0.420164	-0.634410	-1.046957	-1.184232	-0.672897	-1.176558	-0.869379
SPA120_1	SPA120	IDC	3	Spatial Transcriptomics	-0.765246	-0.552123	2.064217	1.963666	-0.240484	-0.420164	0.212035	1.082885	0.032965	-0.672897	-0.305171	1.418890
SPA120_2	SPA120	IDC	26	Spatial Transcriptomics	0.432491	0.245600	2.227708	1.427976	1.373800	-0.061800	1.397039	1.103680	-0.436725	-0.187127	0.107238	1.202666
SPA120_3	SPA120	IDC	5	Spatial Transcriptomics	-0.111981	-0.552123	2.311960	1.688132	-1.059578	-0.420164	-0.634410	1.103680	-0.436725	-0.187127	0.107238	1.202666
SPA120_5	SPA120	IDC	4	Spatial Transcriptomics	-0.765246	-0.552123	1.991805	-0.791455	-1.059578	-0.420164	0.127143	-0.357652	-1.184232	-0.672897	-0.552007	0.147009
SPA120_6	SPA120	IDC	6	Spatial Transcriptomics	-0.186395	-0.552123	2.852185	0.698149	0.385461	0.174443	-0.184813	-0.345289	-1.039314	-0.672897	-0.737277	-0.352985
SPA120_7	SPA120	IDC	2	Spatial Transcriptomics	-0.765246	-0.552123	3.055387	0.601803	0.227668	-0.420164	1.869900	-0.409588	-0.424174	0.143643	-0.620837	-0.196662
SPA120_8	SPA120	IDC	22	Spatial Transcriptomics	-0.765246	-0.263305	2.237548	-0.028933	-0.020402	-0.131676	0.589807	0.233397	-0.679111	-0.672897	-0.289906	0.257153
SPA120_9	SPA120	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	1.752068	-0.791455	-1.059578	-0.420164	-0.634410	0.788764	-1.184232	-0.672897	-0.967018	-0.384435
SPA121_0	SPA121	IDC	5	Spatial Transcriptomics	-0.194917	-0.552123	2.428414	1.573298	-0.533282	-0.420164	1.988666	0.938679	-0.519324	-0.672897	-0.076412	0.671989
SPA121_1	SPA121	IDC	21	Spatial Transcriptomics	-0.530383	-0.294544	2.377878	1.567727	0.386589	-0.273536	0.840916	0.544732	-0.879410	-0.266987	-0.124237	0.762846
SPA121_2	SPA121	IDC	9	Spatial Transcriptomics	0.248335	-0.182912	2.375423	1.139848	-0.392907	0.025809	0.552186	0.544732	-0.879410	-0.266987	-0.124237	0.762846
SPA121_3	SPA121	IDC	4	Spatial Transcriptomics	0.724322	1.053147	2.479540	0.576160	1.900508	-0.420164	2.676673	0.544732	-0.879410	-0.266987	-0.124237	0.762846
SPA121_4	SPA121	IDC	4	Spatial Transcriptomics	-0.765246	-0.552123	2.454562	-0.791455	-0.269820	-0.420164	-0.634410	0.035124	-0.962531	0.246918	-0.784711	-0.633813
SPA121_5	SPA121	IDC	6	Spatial Transcriptomics	-0.303498	-0.552123	2.939520	0.728243	-1.059578	0.148591	-0.232826	-0.618168	-0.878606	-0.672897	-1.037864	-0.401200
SPA121_6	SPA121	IDC	2	Spatial Transcriptomics	-0.765246	-0.552123	2.882610	0.606888	0.300090	-0.420164	-0.634410	-0.162556	-0.958048	-0.672897	-0.636466	-0.123463
SPA121_7	SPA121	IDC	17	Spatial Transcriptomics	-0.241141	-0.552123	2.138855	0.380804	0.137643	-0.420164	0.776075	0.323050	-1.184232	-0.188785	-0.420351	0.272055
SPA121_8	SPA121	IDC	8	Spatial Transcriptomics	-0.765246	-0.552123	2.534552	0.029148	-0.672767	-0.420164	0.853537	0.323050	-1.184232	-0.188785	-0.420351	0.272055
SPA121_9	SPA121	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	1.784041	-0.791455	-1.059578	-0.420164	-0.634410	-0.139622	-1.184232	-0.672897	-0.389453	-0.873229
SPA122_0	SPA122	IDC	2	Spatial Transcriptomics	-0.765246	-0.552123	0.967555	-0.791455	-1.059578	-0.420164	-0.634410	-0.516285	-0.591071	-0.672897	-1.427121	-0.727574
SPA122_1	SPA122	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	1.978811	-0.791455	-1.059578	-0.420164	-0.634410	0.078432	-0.879021	0.358998	-1.441853	-0.101020
SPA122_2	SPA122	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	1.462337	2.738253	-1.059578	-0.420164	-0.634410	0.165963	-0.453052	-0.672897	-1.121541	-0.158462
SPA122_3	SPA122	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	1.433613	-0.791455	-1.059578	-0.420164	-0.634410	0.410104	-1.184232	1.508689	-0.994700	-0.299749
SPA122_4	SPA122	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	1.263494	-0.791455	2.437577	-0.420164	-0.634410	-1.531648	-1.184232	-0.672897	-1.621848	-1.315742
SPA122_5	SPA122	IDC	2	Spatial Transcriptomics	0.965413	-0.552123	2.366440	0.707518	2.141033	-0.420164	-0.634410	0.889628	-0.762271	-0.672897	-0.739692	-0.944525
SPA123_0	SPA123	IDC	3	Spatial Transcriptomics	-0.765246	-0.552123	1.134154	0.286136	0.186164	-0.420164	-0.634410	-0.609506	-1.184232	-0.672897	-1.106981	-0.591189
SPA123_1	SPA123	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	2.005400	4.825147	-1.059578	-0.420164	-0.634410	0.159070	0.810546	0.097873	0.926772	-0.161509
SPA123_2	SPA123	IDC	2	Spatial Transcriptomics	-0.765246	-0.552123	2.068625	0.685609	0.531817	-0.420164	0.726969	0.776472	-1.184232	-0.672897	0.383953	0.412777
SPA124_0	SPA124	IDC	2	Spatial Transcriptomics	-0.765246	-0.552123	0.990808	-0.791455	0.450812	-0.420164	-0.634410	0.262382	-1.184232	-0.672897	-0.908231	-0.432051
SPA125_0	SPA125	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	1.014842	1.939736	-1.059578	-0.420164	-0.634410	-0.534882	0.945684	0.268578	0.624942	0.697348
SPA125_1	SPA125	IDC	2	Spatial Transcriptomics	-0.765246	2.359393	1.648000	-0.791455	0.138069	-0.420164	0.647597	-0.169388	0.975418	1.465507	0.634993	0.903641
SPA125_10	SPA125	IDC	7	Spatial Transcriptomics	-0.765246	1.544088	1.286662	0.698802	-0.739752	-0.420164	2.056520	-0.471776	0.775975	0.579307	0.645904	0.990372
SPA125_11	SPA125	IDC	5	Spatial Transcriptomics	-0.765246	-0.552123	1.134402	-0.791455	-1.059578	0.276694	0.365179	-0.471776	0.775975	0.579307	0.645904	0.990372
SPA125_12	SPA125	IDC	4	Spatial Transcriptomics	-0.174144	-0.552123	1.464329	-0.048911	0.068135	0.350205	1.481634	-0.471776	0.775975	0.579307	0.645904	0.990372
SPA125_13	SPA125	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	0.279252	-0.791455	-1.059578	-0.420164	-0.634410	-0.170765	0.844318	1.714186	0.760042	0.926119
SPA125_14	SPA125	IDC	2	Spatial Transcriptomics	-0.765246	0.770442	0.764838	0.335308	0.036021	-0.420164	0.527448	-0.739717	0.954139	0.105371	0.867654	0.955812
SPA125_15	SPA125	IDC	3	Spatial Transcriptomics	0.171695	-0.552123	1.379353	-0.791455	0.493942	-0.420164	0.740444	-0.404442	1.653315	0.214640	1.082400	0.648935
SPA125_16	SPA125	IDC	7	Spatial Transcriptomics	0.726685	0.713695	1.199942	-0.099330	-0.405674	0.037836	2.071909	-0.294890	0.996086	1.263940	0.851539	0.725068
SPA125_17	SPA125	IDC	5	Spatial Transcriptomics	-0.765246	-0.552123	1.465566	0.252954	-1.059578	-0.420164	1.340661	-0.119975	0.822379	0.061498	0.774848	0.804023
SPA125_18	SPA125	IDC	8	Spatial Transcriptomics	-0.095039	0.216612	1.183006	0.473709	0.531911	-0.018691	1.228373	-0.119975	0.822379	0.061498	0.774848	0.804023
SPA125_19	SPA125	IDC	7	Spatial Transcriptomics	-0.765246	-0.088392	1.200341	-0.064775	-0.365438	0.057898	0.792786	-0.119975	0.822379	0.061498	0.774848	0.804023
SPA125_2	SPA125	IDC	11	Spatial Transcriptomics	-0.512583	0.546940	1.645082	2.143143	0.986775	0.745744	2.420163	-0.312290	0.879239	0.813638	0.771984	1.052410
SPA125_3	SPA125	IDC	16	Spatial Transcriptomics	-0.765246	0.209425	1.095926	0.514704	-0.306292	-0.197757	1.446281	-0.312290	0.879239	0.813638	0.771984	1.052410
SPA125_4	SPA125	IDC	9	Spatial Transcriptomics	-0.467148	0.492353	1.006338	-0.213520	-0.778567	-0.042761	0.983194	-0.312290	0.879239	0.813638	0.771984	1.052410
SPA125_5	SPA125	IDC	12	Spatial Transcriptomics	-0.312261	0.179653	0.879171	0.461239	0.234861	-0.143372	0.714380	-0.312290	0.879239	0.813638	0.771984	1.052410
SPA125_6	SPA125	IDC	1	Spatial Transcriptomics	-0.765246	2.434439	1.158670	4.616016	-1.059578	2.901196	1.710718	-0.751359	0.666825	0.729685	0.557591	1.358396
SPA125_7	SPA125	IDC	8	Spatial Transcriptomics	-0.404458	0.234473	1.236098	-0.104786	-0.419072	-0.420164	2.594097	-0.471776	0.775975	0.579307	0.645904	0.990372
SPA125_8	SPA125	IDC	37	Spatial Transcriptomics	-0.257958	0.264551	1.224488	0.587715	-0.100057	-0.157762	1.480045	-0.471776	0.775975	0.579307	0.645904	0.990372
SPA125_9	SPA125	IDC	31	Spatial Transcriptomics	-0.765246	-0.166450	1.161581	0.099277	-0.087783	-0.203354	1.355667	-0.471776	0.775975	0.579307	0.645904	0.990372
SPA131_1	SPA131	IDC	3	Spatial Transcriptomics	0.830598	3.537490	2.058933	0.010734	1.647855	0.480944	-0.634410	2.802626	1.549330	-0.024355	1.174333	1.635204
SPA131_2	SPA131	IDC	5	Spatial Transcriptomics	0.936873	2.648570	2.353085	0.097992	1.399463	0.078252	-0.282491	2.423317	1.540769	0.440174	1.246243	1.516132
SPA131_4	SPA131	IDC	1	Spatial Transcriptomics	-0.765246	2.778085	1.969039	-0.791455	2.009391	-0.420164	-0.634410	2.486111	0.655531	1.003162	0.770175	1.231563
SPA131_5	SPA131	IDC	7	Spatial Transcriptomics	0.058315	1.999200	1.714220	0.305132	0.518558	0.065066	-0.315383	1.747359	0.338935	0.131057	0.646822	0.621544
SPA131_6	SPA131	IDC	3	Spatial Transcriptomics	-0.024124	1.690097	1.884974	0.013585	1.640893	-0.420164	-0.634410	1.692257	0.697473	0.495964	0.907241	1.175041
SPA132_0	SPA132	IDC	4	Spatial Transcriptomics	0.822155	2.636299	1.758785	0.298799	2.228330	0.177320	1.729630	2.197283	1.008658	0.520174	1.121360	1.039504
SPA132_1	SPA132	IDC	5	Spatial Transcriptomics	0.869906	2.908649	1.566400	-0.316948	0.860389	0.836798	0.333034	2.020197	0.354517	1.260714	0.741994	1.154337
SPA132_2	SPA132	IDC	4	Spatial Transcriptomics	1.097972	2.691596	2.032546	1.032959	3.204181	-0.420164	2.177910	1.807222	0.306513	3.561191	0.772123	1.003207
SPA132_3	SPA132	IDC	13	Spatial Transcriptomics	0.863210	2.703233	1.529723	0.861207	1.987009	-0.008186	0.390524	2.130409	0.801450	1.455847	1.058198	0.908310
SPA133_0	SPA133	IDC	2	Spatial Transcriptomics	0.720360	-0.552123	1.966093	0.610375	3.289795	-0.420164	-0.634410	2.185854	0.094544	0.140244	0.207297	1.151816
SPA133_1	SPA133	IDC	2	Spatial Transcriptomics	0.346663	2.441041	1.064072	1.506752	2.325825	-0.420164	0.478769	2.196833	1.362099	2.426418	1.414054	0.742831
SPA133_2	SPA133	IDC	3	Spatial Transcriptomics	0.871113	1.141425	1.987920	0.804594	2.911025	-0.420164	0.738931	1.899418	0.520579	-0.111601	0.902746	1.021743
SPA133_3	SPA133	IDC	3	Spatial Transcriptomics	0.040560	0.332654	1.162771	-0.037667	1.426516	-0.420164	-0.634410	1.336370	0.819631	0.379607	0.916387	1.320051
SPA133_4	SPA133	IDC	2	Spatial Transcriptomics	0.827566	1.212050	1.119887	-0.791455	-1.059578	-0.420164	-0.634410	0.730667	-0.638558	0.262596	0.104025	0.668986
SPA134_0	SPA134	IDC	3	Spatial Transcriptomics	0.890224	3.286129	1.476084	0.866458	1.956467	-0.420164	-0.634410	1.305489	1.496178	0.521459	0.977301	0.555482
SPA134_1	SPA134	IDC	4	Spatial Transcriptomics	-0.171781	1.900324	1.363479	1.733075	0.722618	1.978007	0.592419	1.296023	0.271056	0.233835	0.455849	0.928890
SPA134_2	SPA134	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	1.142198	1.844277	-1.059578	3.020404	1.794888	1.784239	0.693869	1.449538	0.597693	0.379099
SPA135_0	SPA135	IDC	3	Spatial Transcriptomics	-0.010814	3.550378	0.999306	-0.791455	1.245363	-0.420164	-0.634410	1.365867	1.073430	0.101363	1.197416	1.009851
SPA135_1	SPA135	IDC	1	Spatial Transcriptomics	3.847280	2.308177	0.674431	-0.791455	0.597351	-0.420164	-0.634410	1.850615	1.362038	-0.672897	1.209961	1.129274
SPA135_2	SPA135	IDC	1	Spatial Transcriptomics	1.519288	5.690821	1.148445	1.364252	3.132591	-0.420164	1.352459	0.727344	1.001918	0.541187	0.766270	0.550219
SPA135_3	SPA135	IDC	9	Spatial Transcriptomics	0.846472	1.790262	1.727025	0.103497	1.581853	0.396832	0.213482	1.705606	0.024245	-0.231422	0.030655	0.907148
SPA135_4	SPA135	IDC	18	Spatial Transcriptomics	0.682198	2.161034	1.332431	0.664574	1.527214	0.018818	-0.116009	0.878905	-0.090827	0.278301	0.553338	0.850466
SPA135_5	SPA135	IDC	1	Spatial Transcriptomics	1.844486	2.338374	1.604453	1.671112	4.038997	-0.420164	1.635285	1.525234	-0.304483	2.129197	-0.294518	1.853414
SPA135_6	SPA135	IDC	4	Spatial Transcriptomics	-0.053740	1.058970	1.662503	-0.194097	1.554482	3.021075	-0.634410	1.412877	0.157836	0.171221	0.049402	1.109877
SPA135_8	SPA135	IDC	3	Spatial Transcriptomics	1.219634	0.770128	1.294658	1.249984	-0.210006	-0.420164	-0.634410	1.626072	-0.559651	1.834806	0.156598	1.040059
SPA136_0	SPA136	IDC	2	Spatial Transcriptomics	2.496348	2.119542	1.556579	2.326749	1.090002	-0.420164	-0.634410	1.388976	0.752251	0.385778	1.246251	0.621499
SPA137_0	SPA137	IDC	1	Spatial Transcriptomics	1.141739	1.560022	2.241327	1.322892	1.304734	-0.420164	2.682616	1.891310	-0.209502	0.682659	1.292063	-0.027087
SPA137_1	SPA137	IDC	4	Spatial Transcriptomics	-0.231691	0.052409	1.378703	-0.276422	0.141306	0.237040	-0.170375	2.022536	0.772585	0.038441	1.337588	0.534982
SPA137_4	SPA137	IDC	7	Spatial Transcriptomics	2.194959	-0.209919	1.947271	-0.214922	1.719417	-0.039598	-0.072784	1.382867	0.560633	-0.058562	1.138694	0.396943
SPA138_0	SPA138	IDC	5	Spatial Transcriptomics	-0.233572	0.460253	2.168738	-0.321228	2.694686	0.694594	1.443742	1.795885	-0.241031	1.755642	0.737855	0.739882
SPA138_1	SPA138	IDC	2	Spatial Transcriptomics	-0.765246	-0.552123	2.326685	1.514057	3.115284	-0.420164	-0.634410	1.174216	-0.562378	2.658245	0.764890	0.424556
SPA138_2	SPA138	IDC	3	Spatial Transcriptomics	0.022728	1.287900	1.769000	3.116578	1.483165	-0.420164	0.786800	1.563451	-0.468693	2.056138	0.374129	0.777266
SPA139_0	SPA139	IDC	3	Spatial Transcriptomics	-0.042644	2.849700	2.340951	0.191347	1.560444	-0.420164	0.899866	2.089704	-0.087721	1.294253	0.646552	0.923078
SPA139_2	SPA139	IDC	2	Spatial Transcriptomics	-0.765246	-0.552123	1.860189	1.875313	0.262975	-0.420164	-0.634410	2.362000	0.049256	-0.672897	0.685541	0.687748
SPA140_0	SPA140	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	2.040288	1.332950	-1.059578	-0.420164	-0.634410	2.237611	-0.220444	4.565895	0.899023	0.984702
SPA141_0	SPA141	IDC	1	Spatial Transcriptomics	2.284039	-0.552123	1.226022	-0.791455	2.048473	-0.420164	-0.634410	1.176977	-0.804352	-0.672897	0.322707	-0.291419
SPA142_0	SPA142	IDC	3	Spatial Transcriptomics	-0.054239	1.196099	2.396077	0.776170	2.989042	0.611897	0.081235	1.320585	-0.051831	-0.159485	0.884510	0.046382
SPA142_1	SPA142	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	1.977572	-0.791455	1.522763	-0.420164	-0.634410	1.476795	0.106828	0.058381	0.596730	-0.357261
SPA142_2	SPA142	IDC	1	Spatial Transcriptomics	4.608545	-0.552123	0.335914	-0.791455	1.405677	-0.420164	-0.634410	0.226575	-0.370958	1.238212	0.241621	-0.564695
SPA143_0	SPA143	IDC	9	Spatial Transcriptomics	0.553446	1.308664	1.485100	1.900986	0.206678	0.017892	0.218926	0.558026	-0.767976	0.494770	-0.493757	0.029622
SPA144_0	SPA144	IDC	1	Spatial Transcriptomics	-0.765246	3.052378	1.371951	-0.791455	-1.059578	-0.420164	2.195940	-0.006594	-0.992411	0.738781	-0.131045	0.089450
SPA144_1	SPA144	IDC	11	Spatial Transcriptomics	1.569868	4.089737	1.088765	0.323612	1.134376	2.275998	3.133184	1.190148	-0.024859	0.182096	0.703504	1.011415
SPA144_2	SPA144	IDC	4	Spatial Transcriptomics	0.724965	0.491056	1.324820	2.094272	-0.432514	0.385157	1.196426	0.956027	-0.010011	0.633698	0.571352	0.898698
SPA145_0	SPA145	IDC	2	Spatial Transcriptomics	-0.765246	1.218349	1.430036	2.225259	0.407062	-0.420164	-0.634410	-0.827080	-0.602456	-0.672897	-0.838030	-0.613480
SPA145_1	SPA145	IDC	15	Spatial Transcriptomics	0.156348	1.351376	1.173041	1.228469	0.745091	0.985673	1.210612	0.077717	-0.063214	0.822229	-0.227549	0.050943
SPA146_0	SPA146	IDC	15	Spatial Transcriptomics	0.304746	1.414110	0.454959	0.507515	0.205394	0.246350	0.895529	-0.080934	-0.255908	0.267327	-0.197016	0.195481
SPA146_1	SPA146	IDC	10	Spatial Transcriptomics	-0.369376	0.228418	0.357886	1.203431	-0.432660	-0.016867	-0.097184	-0.856235	-1.184232	1.112942	-1.306705	-0.893927
SPA147_0	SPA147	IDC	11	Spatial Transcriptomics	-0.231422	1.735228	0.984172	-0.094297	0.736706	0.124356	0.947042	1.330864	-0.097022	1.164227	0.115904	0.007537
SPA147_1	SPA147	IDC	5	Spatial Transcriptomics	0.578976	0.951770	1.120339	1.117587	0.054504	-0.420164	-0.634410	0.022805	-1.017910	0.828390	-0.931694	-0.851104
SPA147_2	SPA147	IDC	3	Spatial Transcriptomics	1.401394	0.643706	0.931449	-0.791455	1.047382	-0.420164	1.258335	0.917404	-1.184232	-0.672897	-0.719489	-0.641616
SPA147_3	SPA147	IDC	2	Spatial Transcriptomics	1.072086	1.482876	0.905529	-0.791455	0.693699	-0.420164	-0.634410	-0.806956	-1.184232	-0.672897	-1.190539	-1.003223
SPA148_1	SPA148	IDC	3	Spatial Transcriptomics	0.425863	-0.552123	0.334084	1.375553	1.047461	-0.420164	-0.634410	0.157013	-1.034751	0.820082	-0.995671	-0.980419
SPA148_2	SPA148	IDC	18	Spatial Transcriptomics	-0.283954	3.522627	0.517101	0.990126	1.593188	0.507262	1.554198	0.157013	-1.034751	0.820082	-0.995671	-0.980419
SPA148_3	SPA148	IDC	4	Spatial Transcriptomics	0.016027	1.344340	1.598390	-0.054239	-0.265160	-0.420164	-0.634410	0.157013	-1.034751	0.820082	-0.995671	-0.980419
SPA1_0	SPA1	IDC	5	Spatial Transcriptomics	-0.765246	-0.552123	-0.921312	-0.791455	0.125857	-0.420164	-0.634410	-0.705365	-0.976333	-0.672897	0.002288	-1.287127
SPA3_1	SPA3	IDC	3	Spatial Transcriptomics	-0.765246	-0.552123	-0.550005	2.017079	-1.059578	-0.420164	-0.634410	-0.888998	-1.184232	0.280236	-0.064577	-0.562839
SPA3_2	SPA3	IDC	3	Spatial Transcriptomics	-0.765246	0.465045	-0.728857	1.148435	-0.162328	-0.420164	-0.634410	-0.853044	-0.942817	0.276024	0.288824	-0.549630
SPA57_0	SPA57	IDC	2	Spatial Transcriptomics	-0.765246	-0.552123	0.267809	2.984453	0.182374	-0.420164	-0.634410	0.051290	-0.104885	-0.672897	-0.135567	0.744617
SPA57_1	SPA57	IDC	33	Spatial Transcriptomics	-0.488903	0.755056	0.150176	0.086838	1.104237	0.203900	0.648366	0.258031	-0.782825	-0.121236	-0.675708	0.809483
SPA57_2	SPA57	IDC	40	Spatial Transcriptomics	-0.620354	0.104255	0.159828	0.411326	0.578747	0.022309	0.344956	0.258031	-0.782825	-0.121236	-0.675708	0.809483
SPA57_3	SPA57	IDC	8	Spatial Transcriptomics	-0.033761	-0.552123	-0.285553	1.170624	-0.662201	-0.420164	0.678467	0.258031	-0.782825	-0.121236	-0.675708	0.809483
SPA57_4	SPA57	IDC	10	Spatial Transcriptomics	-0.137474	-0.552123	-0.111062	-0.246553	0.365106	-0.007479	-0.634410	0.258031	-0.782825	-0.121236	-0.675708	0.809483
SPA57_5	SPA57	IDC	6	Spatial Transcriptomics	-0.292077	1.101203	-0.460913	0.146643	-0.189882	-0.420164	-0.634410	-0.108150	0.543048	-0.672897	-0.304384	0.391877
SPA58_0	SPA58	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	-0.218087	-0.791455	-1.059578	-0.420164	-0.634410	1.027727	-0.226275	2.242640	-0.988750	0.958627
SPA58_1	SPA58	IDC	29	Spatial Transcriptomics	-0.298361	0.762527	-0.171890	0.703859	0.104805	-0.066244	0.441670	0.294302	-0.214745	0.526439	-0.584751	0.960391
SPA58_2	SPA58	IDC	12	Spatial Transcriptomics	0.168771	0.466763	-0.440554	0.286656	-0.451948	0.633972	0.147192	0.294302	-0.214745	0.526439	-0.584751	0.960391
SPA58_3	SPA58	IDC	38	Spatial Transcriptomics	-0.540545	0.609282	0.073424	-0.223578	0.370143	0.054874	-0.298481	0.294302	-0.214745	0.526439	-0.584751	0.960391
SPA58_4	SPA58	IDC	18	Spatial Transcriptomics	-0.576858	0.897789	-0.511571	0.221499	0.335366	-0.420164	-0.634410	0.294302	-0.214745	0.526439	-0.584751	0.960391
SPA58_5	SPA58	IDC	3	Spatial Transcriptomics	-0.765246	1.525945	0.103498	1.124691	-0.023255	0.751082	0.192577	0.294302	-0.214745	0.526439	-0.584751	0.960391
SPA58_6	SPA58	IDC	8	Spatial Transcriptomics	-0.765246	0.268924	-0.157745	-0.439806	0.286782	-0.420164	-0.354233	0.294302	-0.214745	0.526439	-0.584751	0.960391
SPA58_7	SPA58	IDC	24	Spatial Transcriptomics	-0.182225	0.624305	0.242420	0.957052	1.035222	0.149666	0.066220	0.294302	-0.214745	0.526439	-0.584751	0.960391
SPA58_8	SPA58	IDC	7	Spatial Transcriptomics	-0.342200	-0.099775	-0.022528	0.063705	-0.629108	-0.420164	-0.634410	0.294302	-0.214745	0.526439	-0.584751	0.960391
SPA59_1	SPA59	IDC	2	Spatial Transcriptomics	-0.765246	-0.552123	-0.601102	-0.791455	1.603743	-0.420164	-0.634410	0.126753	-0.641457	-0.216907	-0.626317	0.893263
SPA59_2	SPA59	IDC	12	Spatial Transcriptomics	-0.533339	-0.035076	-0.127647	0.351511	-0.148408	-0.096499	0.407428	0.126753	-0.641457	-0.216907	-0.626317	0.893263
SPA59_3	SPA59	IDC	15	Spatial Transcriptomics	-0.041169	0.307255	-0.392641	0.060394	-0.211011	-0.210904	-0.165688	0.126753	-0.641457	-0.216907	-0.626317	0.893263
SPA59_4	SPA59	IDC	14	Spatial Transcriptomics	0.082701	0.437029	-0.404085	0.032438	-0.463758	-0.420164	0.470491	0.126753	-0.641457	-0.216907	-0.626317	0.893263
SPA59_5	SPA59	IDC	4	Spatial Transcriptomics	0.036827	-0.552123	-0.245406	1.184564	-0.408131	0.392246	-0.634410	0.126753	-0.641457	-0.216907	-0.626317	0.893263
SPA59_6	SPA59	IDC	8	Spatial Transcriptomics	-0.388510	-0.060763	-0.374850	0.589392	0.641297	-0.420164	-0.333101	0.126753	-0.641457	-0.216907	-0.626317	0.893263
SPA59_7	SPA59	IDC	6	Spatial Transcriptomics	-0.321623	1.013588	-0.148201	-0.372849	1.126971	0.094667	-0.270901	-0.467588	0.188312	-0.672897	-0.517055	0.699788
SPA59_8	SPA59	IDC	9	Spatial Transcriptomics	0.009814	0.137158	-0.426760	-0.791455	-0.252514	-0.420164	0.171182	-0.318766	-0.083703	-0.672897	-0.387202	0.966821
SPA60_0	SPA60	IDC	8	Spatial Transcriptomics	0.279915	-0.184679	-0.667536	-0.172745	-0.783299	-0.420164	-0.634410	-0.459153	2.018081	-0.672897	-0.562164	-0.404051
SPA60_1	SPA60	IDC	20	Spatial Transcriptomics	0.162771	1.166602	-0.639174	-0.435974	-0.308195	-0.420164	-0.532115	0.265432	1.873740	-0.672897	-0.833343	-0.106168
SPA61_1	SPA61	IDC	15	Spatial Transcriptomics	1.314132	0.464694	-0.587371	-0.608056	-0.342359	-0.420164	-0.476616	-0.421084	1.714490	0.304964	-0.920977	-0.500619
SPA62_0	SPA62	IDC	7	Spatial Transcriptomics	0.168263	0.465705	-0.692830	-0.791455	-0.676876	0.050755	-0.634410	-0.914423	1.524042	-0.672897	-1.505924	-1.022775
SPA63_0	SPA63	IDC	3	Spatial Transcriptomics	0.148506	-0.552123	-0.339657	-0.791455	-1.059578	-0.420164	-0.634410	-1.276881	1.465191	-0.672897	-0.259560	-1.060640
SPA63_1	SPA63	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	0.301243	-0.791455	-1.059578	-0.420164	-0.634410	-0.485166	2.530997	-0.672897	0.839300	-1.044418
SPA63_2	SPA63	IDC	18	Spatial Transcriptomics	-0.467998	-0.552123	-0.314305	-0.791455	-0.655781	-0.420164	-0.519861	-1.158814	2.158619	-0.162964	0.412908	-1.265640
SPA64_0	SPA64	IDC	2	Spatial Transcriptomics	-0.765246	-0.552123	-0.064272	-0.791455	-1.059578	-0.420164	0.447644	-0.883961	1.072290	-0.672897	0.465008	-1.237631
SPA64_1	SPA64	IDC	8	Spatial Transcriptomics	-0.765246	-0.552123	-0.211601	-0.791455	-1.059578	-0.420164	-0.634410	-0.878877	1.477965	-0.672897	0.630658	-1.181305
SPA64_2	SPA64	IDC	11	Spatial Transcriptomics	-0.324340	-0.552123	-0.270690	-0.594814	-0.475853	-0.420164	-0.634410	-0.810230	1.845228	-0.672897	0.690301	-1.024988
