sample_id	oncotree_code	organ	tissue	st_technology	disease_state	priority_tier	exclude_reason	n_spots	n_spots_norm	nb_genes	inter_spot_dist	area_mm2	area_zscore	fullres_px_w	fullres_px_h	pixel_size_um
SPA32		Heart	Heart	Spatial Transcriptomics	Healthy	skip	non_cancer	226	904.0	39739	200.0	62.9	-0.09	9830	8602	0.8626
SPA31		Heart	Heart	Spatial Transcriptomics	Healthy	skip	non_cancer	198	792.0	39739	200.0	60.0	-0.17	9830	8602	0.8425
SPA30		Heart	Heart	Spatial Transcriptomics	Healthy	skip	non_cancer	211	844.0	39739	200.0	63.0	-0.09	9830	8602	0.8629
SPA15		Brain	Olfactory bulb	Spatial Transcriptomics	Healthy	skip	non_cancer	267	1068.0	16573	200.0	44.0	-0.61	9272	9931	0.6914
SPA14		Brain	Olfactory bulb	Spatial Transcriptomics	Healthy	skip	non_cancer	280	1120.0	15981	200.0	42.8	-0.65	9295	9910	0.6813
SPA13		Brain	Olfactory bulb	Spatial Transcriptomics	Healthy	skip	non_cancer	269	1076.0	16014	200.0	43.8	-0.62	9259	9916	0.6908
SPA12		Brain	Olfactory bulb	Spatial Transcriptomics	Healthy	skip	non_cancer	264	1056.0	15941	200.0	43.2	-0.64	9295	9921	0.6848
SPA11		Brain	Olfactory bulb	Spatial Transcriptomics	Healthy	skip	non_cancer	267	1068.0	15290	200.0	43.8	-0.62	9291	9932	0.6892
SPA10		Brain	Olfactory bulb	Spatial Transcriptomics	Healthy	skip	non_cancer	242	968.0	16251	200.0	46.7	-0.54	9261	9917	0.7133
SPA9		Brain	Olfactory bulb	Spatial Transcriptomics	Healthy	skip	non_cancer	231	924.0	16675	200.0	42.9	-0.65	9276	9910	0.6831
SPA8		Brain	Olfactory bulb	Spatial Transcriptomics	Healthy	skip	non_cancer	234	936.0	15288	200.0	46.8	-0.54	9275	9910	0.7132
SPA7		Brain	Olfactory bulb	Spatial Transcriptomics	Healthy	skip	non_cancer	237	948.0	15284	200.0	44.6	-0.6	9286	9912	0.6961
SPA6		Brain	Olfactory bulb	Spatial Transcriptomics	Healthy	skip	non_cancer	281	1124.0	16416	200.0	42.9	-0.64	9292	9899	0.6833
SPA5		Brain	Olfactory bulb	Spatial Transcriptomics	Healthy	skip	non_cancer	262	1048.0	16218	200.0	41.6	-0.68	9275	9912	0.6723
SPA4		Brain	Olfactory bulb	Spatial Transcriptomics	Healthy	skip	non_cancer	282	1128.0	16034	200.0	44.5	-0.6	9294	9899	0.6953
SPA3	IDC	Breast	Breast	Spatial Transcriptomics	Cancer	high		254	1016.0	14880	200.0	43.9	-0.62	9245	9949	0.6908
SPA2	IDC	Breast	Breast	Spatial Transcriptomics	Cancer	high		251	1004.0	14789	200.0	44.1	-0.61	9293	9930	0.6916
SPA1	IDC	Breast	Breast	Spatial Transcriptomics	Cancer	high		264	1056.0	14929	200.0	43.2	-0.64	9277	9931	0.6845
SPA0	IDC	Breast	Breast	Spatial Transcriptomics	Cancer	high		262	1048.0	14808	200.0	43.4	-0.63	9261	9933	0.6871
INT35	PRAD	Prostate	Prostate	Visium	Cancer	low		3998	3998.0	17943	100.0	84.0	0.5	14912	14902	0.6147
INT28	PRAD	Prostate	Prostate	Visium	Cancer	low		3990	3990.0	17943	100.0	74.9	0.24	14528	13580	0.616
INT27	PRAD	Prostate	Prostate	Visium	Cancer	low		4176	4176.0	17943	100.0	80.1	0.39	15213	13920	0.6149
INT26	PRAD	Prostate	Prostate	Visium	Cancer	low		3894	3894.0	17943	100.0	71.9	0.16	13840	13760	0.6146
INT25	PRAD	Prostate	Prostate	Visium	Cancer	low		3808	3808.0	17943	100.0	76.0	0.28	14315	13998	0.616
INT24	SCCRCC	Kidney	Kidney	Visium	Cancer	high		4510	4510.0	17943	100.0	112.3	1.29	23040	23296	0.4574
INT23	SCCRCC	Kidney	Kidney	Visium	Cancer	high		4755	4755.0	17943	100.0	61.2	-0.14	17184	17020	0.4575
INT22	SCCRCC	Kidney	Kidney	Visium	Cancer	high		3829	3829.0	17943	100.0	60.7	-0.15	17127	16927	0.4575
INT21	SCCRCC	Kidney	Kidney	Visium	Cancer	high		4975	4975.0	17943	100.0	60.5	-0.16	17128	16878	0.4573
INT20	SCCRCC	Kidney	Kidney	Visium	Cancer	high		4860	4860.0	17943	100.0	60.4	-0.16	17214	16781	0.4571
INT19	SCCRCC	Kidney	Kidney	Visium	Cancer	high		4948	4948.0	17943	100.0	59.5	-0.18	16989	16751	0.4573
INT18	SCCRCC	Kidney	Kidney	Visium	Cancer	high		4915	4915.0	17943	100.0	61.3	-0.13	17115	17071	0.4581
INT17	SCCRCC	Kidney	Kidney	Visium	Cancer	high		3585	3585.0	17943	100.0	61.8	-0.12	17482	16885	0.4575
INT16	SCCRCC	Kidney	Kidney	Visium	Cancer	high		3206	3206.0	17943	100.0	60.7	-0.15	17158	16884	0.4576
INT15	SCCRCC	Kidney	Kidney	Visium	Cancer	high		4940	4940.0	17943	100.0	59.5	-0.18	17303	16404	0.4579
INT14	SCCRCC	Kidney	Kidney	Visium	Cancer	high		4562	4562.0	17943	100.0	60.2	-0.16	17040	16863	0.4576
INT13	SCCRCC	Kidney	Kidney	Visium	Cancer	high		4359	4359.0	17943	100.0	60.6	-0.15	17110	16934	0.4574
INT12	SCCRCC	Kidney	Kidney	Visium	Cancer	high		1451	1451.0	36601	100.0	76.2	0.28	19200	18944	0.4577
INT11	SCCRCC	Kidney	Kidney	Visium	Cancer	high		1439	1439.0	36601	100.0	78.9	0.36	19200	19712	0.4566
INT10	SCCRCC	Kidney	Kidney	Visium	Cancer	high		1983	1983.0	36601	100.0	85.1	0.53	21120	19200	0.458
INT9	SCCRCC	Kidney	Kidney	Visium	Cancer	high		1696	1696.0	36601	100.0	76.1	0.28	19200	18944	0.4575
INT8	SCCRCC	Kidney	Kidney	Visium	Cancer	high		1949	1949.0	36601	100.0	79.1	0.36	19200	19712	0.457
INT7	SCCRCC	Kidney	Kidney	Visium	Cancer	high		2374	2374.0	36601	100.0	84.9	0.52	21120	19200	0.4577
INT6	SCCRCC	Kidney	Kidney	Visium	Cancer	high		1678	1678.0	36601	100.0	98.6	0.91	23040	20480	0.4571
INT5	SCCRCC	Kidney	Kidney	Visium	Cancer	high		1186	1186.0	36601	100.0	85.7	0.55	21120	19456	0.4566
INT4	SCCRCC	Kidney	Kidney	Visium	Cancer	high		1349	1349.0	36601	100.0	78.6	0.35	19200	19456	0.4587
INT3	SCCRCC	Kidney	Kidney	Visium	Cancer	high		2007	2007.0	36601	100.0	86.1	0.56	21120	19456	0.4577
INT2	SCCRCC	Kidney	Kidney	Visium	Cancer	high		2580	2580.0	36601	100.0	77.0	0.3	19200	19200	0.457
INT1	SCCRCC	Kidney	Kidney	Visium	Cancer	high		1084	1084.0	36601	100.0	80.0	0.39	19200	19968	0.4569
MEND162		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	2609	2609.0	33538	100.0	67.6	0.04	48640	47104	0.1717
MEND161		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	2775	2775.0	33538	100.0	82.2	0.45	13184	13184	0.6876
MEND160		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	4079	4079.0	33538	100.0	82.2	0.45	15821	15821	0.573
MEND159		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	3856	3856.0	33538	100.0	82.2	0.45	13184	13184	0.6876
MEND158		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	3092	3092.0	33538	100.0	82.4	0.45	15821	15821	0.5737
MEND157		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	3190	3190.0	33538	100.0	81.4	0.43	15821	15667	0.573
MEND156		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	3554	3554.0	33538	100.0	82.2	0.45	15821	15821	0.573
MEND154		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	2736	2736.0	33538	100.0	82.2	0.45	15821	15821	0.573
MEND153		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	1820	1820.0	33538	100.0	61.9	-0.12	24000	21221	0.3486
MEND152		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	3082	3082.0	33538	100.0	68.0	0.05	24000	23242	0.3492
MEND151		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	2600	2600.0	33538	100.0	67.8	0.05	24000	23242	0.3486
MEND150		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	1751	1751.0	33538	100.0	67.7	0.05	24000	23242	0.3484
MEND149		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	1851	1851.0	33538	100.0	67.8	0.05	24000	23242	0.3486
MEND148		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	1633	1633.0	33538	100.0	67.8	0.05	24000	23242	0.3487
MEND147		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	2335	2335.0	33538	100.0	67.7	0.05	24000	23242	0.3484
MEND146		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	1964	1964.0	33538	100.0	67.8	0.05	24000	24258	0.3413
MEND145		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	1418	1418.0	33538	100.0	67.9	0.05	24000	24258	0.3414
MEND144		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	4074	4074.0	33538	100.0	67.8	0.05	24000	24258	0.3413
MEND143		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	3816	3816.0	33538	100.0	67.9	0.05	24000	24258	0.3416
MEND142		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	2997	2997.0	33538	100.0	67.8	0.05	24000	24258	0.3413
MEND141		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	1794	1794.0	33538	100.0	67.8	0.05	24000	24258	0.3412
MEND140		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	1935	1935.0	33538	100.0	68.0	0.05	24000	24258	0.3417
MEND139		Prostate	Prostate	Visium	Cancer	low	tier_inferred_from_organ	3749	3749.0	33538	100.0	68.0	0.05	24000	24258	0.3418
MEND131		Brain	Olfactory bulb	Visium	Healthy	skip	non_cancer	1301	1301.0	31053	100.0	82.4	0.45	15821	15821	0.5737
MEND130		Brain	Hippocampus	Visium	Healthy	skip	non_cancer	4557	4557.0	32285	100.0	62.4	-0.1	44544	47104	0.1725
MEND129		Brain	Hippocampus	Visium	Healthy	skip	non_cancer	4575	4575.0	32285	100.0	63.7	-0.07	44544	47104	0.1742
MEND124		Brain	Olfactory bulb	Visium	Healthy	skip	non_cancer	1448	1448.0	32285	100.0	62.2	-0.11	44544	47104	0.1721
MEND123		Brain	Olfactory bulb	Visium	Healthy	skip	non_cancer	1490	1490.0	32285	100.0	62.1	-0.11	44544	47104	0.1721
MEND96		Bowel	colon	Visium	Healthy	skip	non_cancer	3360	3360.0	17943	100.0	67.8	0.05	47616	48128	0.172
MEND95		Bowel	colon	Visium	Healthy	skip	non_cancer	1738	1738.0	36601	100.0	67.9	0.05	47616	48128	0.1721
MEND93		Bowel	colon	Visium	Healthy	skip	non_cancer	3742	3742.0	17943	100.0	67.9	0.05	47616	48128	0.1721
MEND92		Bowel	colon	Visium	Healthy	skip	non_cancer	1071	1071.0	17943	100.0	67.8	0.05	48640	47104	0.172
MEND91		Bowel	colon	Visium	Healthy	skip	non_cancer	1154	1154.0	17943	100.0	67.9	0.05	48640	47104	0.1721
MEND90		Lung	lung	Visium	Healthy	skip	non_cancer	2726	2726.0	17943	100.0	67.8	0.05	47616	48128	0.172
MEND89		Lung	lung	Visium	Healthy	skip	non_cancer	3712	3712.0	17943	100.0	67.8	0.05	47616	48128	0.172
MEND88		Lung	lung	Visium	Healthy	skip	non_cancer	986	986.0	36601	100.0	67.2	0.03	48640	46592	0.1722
MEND87		Lung	lung	Visium	Healthy	skip	non_cancer	1508	1508.0	36601	100.0	67.2	0.03	48640	46592	0.1722
MEND86		Lung	lung	Visium	Healthy	skip	non_cancer	3236	3236.0	36601	100.0	66.4	0.01	46592	48128	0.1721
MEND85		Lung	lung	Visium	Healthy	skip	non_cancer	2462	2462.0	36601	100.0	67.8	0.05	47616	48128	0.172
MEND84		Bone	bone	Visium	Healthy	skip	non_cancer	1298	1298.0	32285	100.0	68.1	0.06	47616	48128	0.1724
MEND83		Bone	bone	Visium	Healthy	skip	non_cancer	1240	1240.0	32285	100.0	67.9	0.05	47616	48128	0.1721
MEND82		Bone	bone	Visium	Healthy	skip	non_cancer	1305	1305.0	19465	100.0	67.9	0.05	47616	48128	0.1721
MEND81		Bone	bone	Visium	Healthy	skip	non_cancer	1202	1202.0	19465	100.0	68.0	0.05	47616	48128	0.1722
MEND80		Bone	bone	Visium	Healthy	skip	non_cancer	2935	2935.0	19465	100.0	67.0	0.03	47616	48128	0.171
MEND79		Bone	bone	Visium	Healthy	skip	non_cancer	1788	1788.0	19465	100.0	68.0	0.05	47616	48128	0.1722
MEND78		Brain	brain	Visium	Healthy	skip	non_cancer	4426	4426.0	19465	100.0	67.0	0.02	47616	48128	0.1709
MEND77		Brain	brain	Visium	Healthy	skip	non_cancer	4492	4492.0	19465	100.0	68.0	0.05	47616	48128	0.1722
MEND76		Brain	brain	Visium	Healthy	skip	non_cancer	4159	4159.0	19465	100.0	68.0	0.05	47616	48128	0.1723
MEND75		Brain	brain	Visium	Healthy	skip	non_cancer	4166	4166.0	19465	100.0	66.8	0.02	47616	48128	0.1707
MEND74		Brain	brain	Visium	Healthy	skip	non_cancer	4514	4514.0	32285	100.0	67.9	0.05	48640	47104	0.1721
MEND73		Brain	brain	Visium	Healthy	skip	non_cancer	4332	4332.0	32285	100.0	65.7	-0.01	48640	45568	0.1721
MEND72		Brain	brain	Visium	Healthy	skip	non_cancer	4394	4394.0	32285	100.0	67.9	0.05	48640	47104	0.1722
MEND71		Brain	brain	Visium	Healthy	skip	non_cancer	4114	4114.0	32285	100.0	62.4	-0.1	46592	45568	0.1714
MEND68		Brain	brain	Visium	Cancer	low	tier_inferred_from_organ	1490	1490.0	36601	100.0	68.1	0.06	47616	48128	0.1724
MEND67		Brain	brain	Visium	Cancer	low	tier_inferred_from_organ	1702	1702.0	36601	100.0	68.0	0.05	47616	48128	0.1723
MEND66		Brain	brain	Visium	Cancer	low	tier_inferred_from_organ	1238	1238.0	17943	100.0	67.8	0.05	48640	47104	0.1721
MEND65		Brain	brain	Visium	Cancer	low	tier_inferred_from_organ	1323	1323.0	17943	100.0	67.7	0.05	48640	47104	0.1719
MEND64		Brain	brain	Visium	Cancer	low	tier_inferred_from_organ	1943	1943.0	17943	100.0	67.8	0.05	48640	47104	0.172
MEND63		Brain	brain	Visium	Cancer	low	tier_inferred_from_organ	1433	1433.0	17943	100.0	67.7	0.05	48640	47104	0.1719
MEND62		Prostate	prostate	Visium	Cancer	low	tier_inferred_from_organ	3650	3650.0	36601	100.0	67.9	0.05	47616	48128	0.1722
MEND61		Prostate	prostate	Visium	Cancer	low	tier_inferred_from_organ	4248	4248.0	36601	100.0	67.9	0.05	47616	48128	0.1721
MEND60		Prostate	prostate	Visium	Cancer	low	tier_inferred_from_organ	3954	3954.0	17943	100.0	68.7	0.07	48640	47104	0.1732
MEND59		Prostate	prostate	Visium	Cancer	low	tier_inferred_from_organ	3832	3832.0	17943	100.0	67.5	0.04	48640	47104	0.1717
MEND55		Brain	brain	Visium	Healthy	skip	non_cancer	2536	2536.0	31053	100.0	67.9	0.05	47616	48128	0.1721
MEND54		Kidney	kidney	Visium	Healthy	skip	non_cancer	469	469.0	33538	100.0	67.8	0.05	48640	47104	0.1721
MEND53		Brain	brain	Visium	Healthy	skip	non_cancer	3047	3047.0	31053	100.0	67.9	0.05	47616	48128	0.1721
MEND52		Lung	lung	Visium	Diseased	skip	low_spots(758)	758	758.0	33550	100.0	67.6	0.04	14285	14438	0.5725
MEND51		Lung	lung	Visium	Healthy	skip	non_cancer	416	416.0	33538	100.0	67.9	0.05	47616	48128	0.1721
MEND50		Brain	brain	Visium	Healthy	skip	non_cancer	2399	2399.0	31053	100.0	67.9	0.05	48640	47104	0.1721
MEND49		Kidney	kidney	Visium	Healthy	skip	non_cancer	413	413.0	33538	100.0	69.1	0.09	48640	47104	0.1737
MEND48		Kidney	kidney	Visium	Healthy	skip	non_cancer	475	475.0	33538	100.0	69.0	0.08	48640	47104	0.1736
MEND47		Lung	lung	Visium	Healthy	skip	non_cancer	533	533.0	33538	100.0	68.2	0.06	47616	48128	0.1725
MEND46		Brain	brain	Visium	Healthy	skip	non_cancer	2216	2216.0	31053	100.0	67.8	0.05	48640	47104	0.172
MEND45		Lung	lung	Visium	Healthy	skip	non_cancer	444	444.0	33538	100.0	68.3	0.06	47616	48128	0.1726
MEND44		Brain	brain	Visium	Healthy	skip	non_cancer	2554	2554.0	31053	100.0	67.8	0.05	48640	47104	0.172
MEND43		Brain	brain	Visium	Healthy	skip	non_cancer	2502	2502.0	31053	100.0	69.2	0.09	48640	47104	0.1738
MEND42		Brain	brain	Visium	Healthy	skip	non_cancer	3105	3105.0	31053	100.0	67.9	0.05	47616	48128	0.1722
MEND41		Lung	lung	Visium	Healthy	skip	non_cancer	439	439.0	33538	100.0	68.1	0.06	47616	48128	0.1723
MEND40		Skin	skin	Visium	Cancer	high	tier_inferred_from_organ	2793	2793.0	33538	100.0	67.7	0.05	48640	47104	0.1719
MEND39		Skin	skin	Visium	Cancer	high	tier_inferred_from_organ	2496	2496.0	33538	100.0	67.7	0.05	48640	47104	0.1719
MEND38		Skin	skin	Visium	Cancer	high	tier_inferred_from_organ	2752	2752.0	33538	100.0	67.8	0.05	48640	47104	0.172
MEND37		Skin	skin	Visium	Cancer	high	tier_inferred_from_organ	2363	2363.0	33538	100.0	67.8	0.05	48640	47104	0.1721
MEND36		Bowel	ileum	Visium	Healthy	skip	non_cancer	3214	3214.0	33538	100.0	67.8	0.05	47616	48128	0.172
MEND35		Bowel	ileum	Visium	Healthy	skip	non_cancer	3320	3320.0	33538	100.0	67.8	0.05	47616	48128	0.1721
MEND34		Bowel	ileum	Visium	Healthy	skip	non_cancer	3294	3294.0	33538	100.0	67.9	0.05	47616	48128	0.1721
MEND33		Bowel	ileum	Visium	Healthy	skip	non_cancer	3291	3291.0	33538	100.0	67.9	0.05	47616	48128	0.1721
MEND32		Bowel	ileum	Visium	Healthy	skip	non_cancer	1970	1970.0	54848	100.0	64.9	-0.03	22208	22489	0.3604
MEND31		Bowel	ileum	Visium	Healthy	skip	non_cancer	2152	2152.0	54848	100.0	65.8	-0.01	22208	22836	0.3603
MEND30		Bowel	ileum	Visium	Diseased	high	tier_inferred_from_organ	1744	1744.0	54848	100.0	70.1	0.11	23596	22836	0.3608
MEND29		Bowel	ileum	Visium	Diseased	high	tier_inferred_from_organ	2161	2161.0	54848	100.0	70.0	0.11	23596	22836	0.3603
MEND28		Heart	heart	Visium	Healthy	skip	non_cancer	1835	1835.0	54848	100.0	68.7	0.07	22996	23032	0.3601
MEND27		Heart	heart	Visium	Healthy	skip	non_cancer	2758	2758.0	54848	100.0	65.8	-0.01	22208	22836	0.3603
MEND26		Heart	heart	Visium	Diseased	skip	no_cancer_organ	1372	1372.0	54848	100.0	70.0	0.11	23596	22836	0.3603
MEND25		Heart	heart	Visium	Diseased	skip	no_cancer_organ	2278	2278.0	54848	100.0	76.3	0.28	23596	24912	0.3602
MEND24		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(136)	136	544.0	26437	200.0	71.0	0.14	32768	28672	0.2748
MEND23		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(117)	117	468.0	23803	200.0	70.6	0.13	32768	28672	0.2742
MEND22		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(146)	146	584.0	25821	200.0	72.5	0.18	32768	29184	0.2754
MEND21		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(151)	151	604.0	25093	200.0	71.2	0.14	32768	28672	0.2752
MEND20		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(173)	173	692.0	24549	200.0	71.0	0.14	32768	28672	0.2749
MEND19		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(155)	155	620.0	24643	200.0	72.2	0.17	32768	29184	0.2748
MEND18		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(209)	209	836.0	24273	200.0	72.5	0.18	32768	29184	0.2753
MEND17		Prostate	prostate	Spatial Transcriptomics	Cancer	low	tier_inferred_from_organ	261	1044.0	24393	200.0	71.1	0.14	32768	28672	0.275
MEND16		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(193)	193	772.0	19537	200.0	69.1	0.08	32768	28672	0.2712
MEND15		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(202)	202	808.0	21949	200.0	77.1	0.31	32768	28672	0.2865
MEND14		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(161)	161	644.0	29677	200.0	73.0	0.19	32768	28672	0.2788
MEND13		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(183)	183	732.0	22113	200.0	75.1	0.25	32768	29184	0.2803
MEND12		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(190)	190	760.0	23966	200.0	72.5	0.18	32768	29184	0.2754
MEND11		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(216)	216	864.0	22232	200.0	69.8	0.1	32768	29184	0.2702
MEND10		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(129)	129	516.0	22185	200.0	70.4	0.12	32768	28672	0.2738
MEND9		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(177)	177	708.0	24338	200.0	69.5	0.1	32768	29184	0.2696
MEND8		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(121)	121	484.0	25895	200.0	69.5	0.1	32768	28672	0.272
MEND7		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(82)	82	328.0	22993	200.0	69.9	0.1	32768	29184	0.2703
MEND6		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(164)	164	656.0	30157	200.0	71.5	0.15	32768	28672	0.2759
MEND5		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(170)	170	680.0	28037	200.0	71.4	0.15	32768	28672	0.2756
MEND4		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(112)	112	448.0	27839	200.0	70.7	0.13	32768	28672	0.2743
MEND3		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(161)	161	644.0	29521	200.0	71.6	0.15	32768	28672	0.2761
MEND2		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(201)	201	804.0	23408	200.0	73.8	0.22	32768	29184	0.2779
MEND1		Prostate	prostate	Spatial Transcriptomics	Cancer	skip	low_spots(176)	176	704.0	25835	200.0	69.7	0.1	32768	29184	0.2699
NCBI855	BLCA	Bladder	Bladder	Visium	Cancer	medium		1432	1432.0	17943	100.0	73.4	0.2	14054	13447	0.6231
NCBI854	BLCA	Bladder	FFPE bladder tumor	Visium	Cancer	skip	low_spots(699)	699	699.0	17943	100.0	73.3	0.2	14054	13447	0.6228
NCBI844		Liver	Liver	Visium	Healthy	skip	non_cancer	4992	4992.0	31053	100.0	61.7	-0.12	8952	8916	0.8795
NCBI843		Liver	Liver	Visium	Healthy	skip	non_cancer	4992	4992.0	31053	100.0	60.9	-0.14	8796	8940	0.8804
NCBI842		Liver	Liver	Visium	Healthy	skip	non_cancer	4992	4992.0	31053	100.0	62.4	-0.1	8556	8532	0.9242
NCBI841		Liver	Liver	Visium	Diseased	low	tier_inferred_from_organ	4992	4992.0	31053	100.0	73.7	0.21	9962	9992	0.8605
NCBI840		Liver	Liver	Visium	Diseased	low	tier_inferred_from_organ	4992	4992.0	31053	100.0	71.5	0.15	9827	10140	0.8471
NCBI839		Liver	Liver	Visium	Diseased	low	tier_inferred_from_organ	4992	4992.0	31053	100.0	68.9	0.08	10012	9942	0.832
NCBI838		Liver	Liver	Visium	Diseased	low	tier_inferred_from_organ	4992	4992.0	31053	100.0	68.9	0.08	10017	9938	0.8318
NCBI837		Liver	Liver	Visium	Diseased	low	tier_inferred_from_organ	4992	4992.0	31053	100.0	61.1	-0.14	9096	9156	0.8562
NCBI836		Liver	Liver	Visium	Diseased	low	tier_inferred_from_organ	4992	4992.0	31053	100.0	60.7	-0.15	9024	9180	0.8557
NCBI835		Liver	Liver	Visium	Diseased	low	tier_inferred_from_organ	4992	4992.0	31053	100.0	61.5	-0.13	9024	9096	0.8654
NCBI834		Liver	Liver	Visium	Diseased	low	tier_inferred_from_organ	4992	4992.0	31053	100.0	61.2	-0.13	8880	9000	0.8754
NCBI833		Liver	APAP liver explant	Visium	Diseased	low	tier_inferred_from_organ	4992	4992.0	33538	100.0	68.1	0.06	9312	9432	0.8808
NCBI832		Liver	APAP liver explant	Visium	Diseased	low	tier_inferred_from_organ	4992	4992.0	33538	100.0	69.8	0.1	8676	8580	0.968
NCBI831		Liver	APAP liver explant	Visium	Diseased	low	tier_inferred_from_organ	4992	4992.0	33538	100.0	61.1	-0.14	8016	8136	0.9682
NCBI830		Liver	Healthy liver explant	Visium	Healthy	skip	non_cancer	4992	4992.0	33538	100.0	65.7	-0.01	8892	8988	0.9069
NCBI829		Liver	Healthy liver explant	Visium	Healthy	skip	non_cancer	4992	4992.0	33538	100.0	62.1	-0.11	9036	9048	0.8718
NCBI828		Liver	Healthy liver explant	Visium	Healthy	skip	non_cancer	4992	4992.0	33538	100.0	62.7	-0.09	9024	9132	0.8721
NCBI827		Liver	NonAE liver explant	Visium	Diseased	low	tier_inferred_from_organ	4992	4992.0	33538	100.0	61.3	-0.13	8064	8100	0.9689
NCBI826		Liver	NonAE liver explant	Visium	Diseased	low	tier_inferred_from_organ	4992	4992.0	33538	100.0	61.5	-0.13	8088	8100	0.9687
NCBI809		Brain	Brain	Visium	Genetically modified	skip	non_cancer	1554	1554.0	32285	100.0	83.1	0.47	11447	12599	0.7591
NCBI808		Brain	Brain	Visium	Genetically modified	skip	non_cancer	2359	2359.0	32285	100.0	74.7	0.24	11446	11266	0.761
NCBI807		Brain	Brain	Visium	Genetically modified	skip	non_cancer	2320	2320.0	32285	100.0	82.9	0.47	11445	12594	0.7584
NCBI806		Brain	Brain	Visium	Genetically modified	skip	non_cancer	1435	1435.0	32285	100.0	83.1	0.47	11446	12597	0.7592
NCBI802		Brain	Hippocampal	Visium	Healthy	skip	non_cancer	2743	2743.0	32285	100.0	66.1	0.0	17546	17209	0.4678
NCBI801		Brain	Hippocampal	Visium	Treated	low	tier_inferred_from_organ	2889	2889.0	32285	100.0	66.1	0.0	17546	17209	0.4678
NCBI800		Brain	Hippocampal	Visium	Healthy	skip	non_cancer	2784	2784.0	32285	100.0	66.1	0.0	17546	17209	0.4678
NCBI799		Brain	Hippocampal	Visium	Treated	low	tier_inferred_from_organ	2648	2648.0	32285	100.0	66.2	0.0	17546	17209	0.4684
NCBI796		Muscle	Tibialis anterior muscle	Visium	Treated	skip	low_spots(982)	982	982.0	33217	100.0	62.8	-0.09	22208	21798	0.3601
NCBI795		Muscle	Tibialis anterior muscle	Visium	Treated	skip	no_cancer_organ	1011	1011.0	33217	100.0	62.6	-0.1	22208	21798	0.3597
NCBI794		Muscle	Tibialis anterior muscle	Visium	Treated	skip	low_spots(995)	995	995.0	33217	100.0	63.4	-0.08	22208	22004	0.3601
NCBI793	PRAD	Prostate	Prostate	Visium	Cancer	low		14110	14110.0	32589	100.0	81.7	0.43	10080	9984	0.901
NCBI792		Prostate	Prostate	Visium	Healthy	skip	non_cancer	14332	14332.0	32589	100.0	98.3	0.9	10201	9866	0.9882
